1.243103112761523965e+00,1.461646412255729777e+00,1.428594896805982728e+00,1.217093948106155343e+00,1.350152783203445672e+00
9.177327049863583941e-01,1.021890288239968969e+00,1.284420805489324691e+00,8.617056200465009752e-01,1.272766398118164721e+00
8.306318892634064754e-01,1.154057038873593344e+00,5.307120938859375414e-01,4.226453175824594344e-01,6.675151074860895539e-01
8.213757667514471894e-01,8.109139931321659445e-01,1.088363838675959760e+00,1.528255224010354185e+00,9.616330787138959169e-01
1.096203226419117271e+00,1.222210434480910823e+00,7.785419394430831419e-01,6.794344780054646371e-01,1.393107290578461610e+00
1.256556539820031348e+00,1.235390630932451383e+00,1.249244715146181406e+00,8.901012358430686611e-01,1.278575174142610793e+00
8.337067092215155739e-01,1.419151647297049124e+00,1.253730470138577413e+00,6.317656612912651015e-01,9.270309474656175386e-01
1.503472162809891044e+00,6.598414433052823824e-01,9.051753840825805808e-01,6.558983097708070975e-01,1.482102726770980317e+00
9.608320119644353507e-01,1.332956737708800299e+00,1.238804624739889393e+00,9.273848403564527443e-01,8.647939542017573089e-01
5.437737152153493403e-01,1.229335270669585478e+00,1.100194357599545425e+00,1.319962910939531886e+00,8.491128165092483027e-01
1.422205450083816380e+00,1.226864721730047236e+00,1.210162887110405094e+00,1.439574312605067075e+00,7.386731966236650404e-01
1.141592839687665117e+00,1.638112657527354799e+00,1.138653722491338005e+00,1.368404844520189956e+00,1.459197893867050899e+00
7.906853869932006784e-01,1.201458169112286756e+00,1.574422275786680370e+00,1.131265217662081213e+00,8.085819555663097402e-01
9.999968602906337267e-01,9.130765966529693634e-01,1.035575234386218124e+00,1.577976291473772497e+00,7.725314914950108802e-01
1.128682441700043615e+00,7.594586763403367025e-01,1.062087811089996059e+00,7.522453204679480088e-01,1.348958906598179297e+00
1.213813464501390049e+00,1.129944326696430190e+00,7.148362054099435259e-01,1.172319230170614901e+00,8.459567985634974807e-01
1.496417956787268633e+00,1.274712374605022402e+00,1.060821924866895305e+00,9.071106747110078139e-01,1.038575273682181832e+00
1.254117455278784599e+00,1.256780243240023687e+00,1.098086562709819081e+00,1.009348173027901696e+00,1.049528261083983560e+00
8.083931202106873215e-01,8.562278386830995958e-01,7.506895186042719104e-01,9.394986636163754623e-01,1.092444776724804445e+00
1.097327705171988299e+00,1.220041845913967249e+00,1.188269552117855898e+00,1.152233601069936331e+00,1.218270400395623065e+00
1.226497156078171002e+00,9.215454165031982114e-01,1.195489580988929212e+00,1.131978056580694725e+00,7.497117329198191849e-01
5.649742188167173884e-01,5.507885037742956680e-01,7.574133287362881939e-01,1.289889104554203136e+00,5.385683664465213960e-01
9.563521470580940154e-01,9.349082067909316729e-01,1.229760888651315831e+00,9.925449882306423000e-01,9.993773934957114191e-01
1.236870346175372504e+00,1.368406762294168466e+00,8.429895751193641207e-01,1.115878138179632106e+00,7.973768486748754603e-01
1.149098852564500950e+00,1.638854785596230323e+00,9.351475850279562518e-01,9.307229588540204546e-01,1.597762632427946583e+00
7.720228077779183185e-01,1.038692527173566083e+00,6.305016252520527775e-01,6.834923411703309748e-01,1.328446236384478230e+00
8.592354622244764428e-01,9.265250873881658578e-01,1.141517131810136254e+00,1.570872581038514904e+00,9.973035077829317530e-01
9.260219457287371947e-01,1.015404217547454691e+00,9.723014241644506450e-01,8.879437509343937052e-01,7.982642629944648460e-01
9.789189192171591225e-01,1.172299383585870380e+00,1.390561383686633068e+00,1.247432683476349613e+00,1.087969225803153916e+00
1.093396491802333337e+00,1.356239658612191645e+00,1.162300177810189572e+00,1.010006281356922164e+00,1.664270785342552239e+00
1.512431577827633822e+00,1.389975063578197334e+00,1.454664637037776487e+00,6.742389017423018327e-01,7.482910397909012801e-01
1.258552627345552954e+00,1.408392662296708675e+00,8.623542867260848288e-01,1.049220509935403722e+00,1.139855617493964690e+00
9.012772315634230980e-01,1.058298113319518396e+00,1.460421066670652079e+00,1.431911819145713194e+00,8.572631680019664469e-01
1.133240908745015929e+00,1.370686319810291209e+00,8.462334828509978646e-01,1.168362825557231144e+00,7.741089338947658716e-01
1.320394635764280400e+00,7.582114303369267283e-01,1.280056441258446975e+00,1.046861996426825314e+00,1.173246468473306381e+00
6.150440030793881130e-01,7.024858700591440908e-01,9.281859139933168468e-01,8.192645526751534124e-01,1.014788345707970718e+00
1.288698104333795724e+00,8.621052040774708214e-01,1.527105874767140214e+00,1.120570052076411249e+00,7.840813728874581612e-01
9.992866662624412255e-01,1.197658363827215355e+00,6.685607668079108779e-01,1.089625602777609448e+00,1.058454262216443675e+00
1.270441877353534643e+00,8.812798348944015370e-01,1.024642474833560524e+00,1.119002136587914142e+00,1.404168801701000779e+00
1.391473443735067761e+00,9.060601182214620408e-01,7.566851452973708536e-01,1.508441210714498881e+00,1.495869862506467696e+00
1.123320930635018922e+00,5.748152882889056015e-01,1.064150014729827065e+00,8.369768728435330596e-01,1.148902228115621593e+00
1.408436277132792736e+00,1.177222389364942057e+00,1.060189443050685298e+00,1.282498652863558686e+00,1.021697787330131169e+00
1.587902797320474457e+00,1.872383485789090640e+00,1.369938930237089014e+00,1.471906865323213909e+00,1.059273572357685600e+00
5.141082306176051331e-01,1.277270224661417597e+00,1.310586903598307540e+00,1.346574657893212734e+00,1.028567196449576393e+00
1.128142958077085867e+00,1.195713017218696494e+00,1.365248000389355232e+00,1.200362068620958178e+00,1.289502907318393676e+00
1.163859556968782183e+00,1.414355018834006161e+00,1.512826064913564972e+00,7.346708016825488352e-01,1.172123125680041067e+00
9.585989340857308250e-01,1.223058480298404804e+00,1.201739305011944481e+00,4.919292392806001168e-01,7.705325600267960429e-01
1.439833872606688381e+00,1.343779841796739039e+00,9.169679240258346020e-01,1.352535983453207802e+00,7.758121978910117456e-01
1.313577868982733099e+00,8.705509208269649468e-01,1.163704701230530825e+00,9.828622644616723525e-01,1.267662083841343268e+00
6.163498219545126000e-01,8.565572567057361253e-01,8.574017082489645558e-01,1.009250113097879709e+00,9.971491525323373795e-01
1.388870634078049449e+00,1.056219452942853465e+00,1.460745096481381955e+00,9.809186916629547559e-01,1.316443595002663391e+00
1.385986522904914198e+00,1.271154021404359735e+00,1.139818836213221109e+00,1.372894859673004175e+00,1.350141966500990831e+00
1.426648944549554487e+00,1.309326837306278968e+00,1.068313551878028678e+00,1.055766539305747376e+00,1.556119364815006900e+00
2.863082395142904080e-01,1.105805706678374190e+00,5.814011253574612459e-01,1.123565773909787069e+00,1.178195417361263431e+00
9.927679212290354549e-01,5.591069373925081631e-01,8.493712087835477709e-01,7.815966179553742732e-01,9.274467663780020521e-01
1.070471457641557489e+00,1.318754875222372336e+00,1.050253516320012626e+00,1.117052274660716549e+00,1.252284517713027290e+00
9.088316266490962247e-01,1.109229058588342198e+00,1.227690753470223273e+00,1.116967421293181273e+00,9.633843514506919004e-01
1.060295508957593835e+00,1.338021570342409650e+00,1.106857696793846602e+00,1.339053902495064508e+00,1.266665695073242670e+00
1.031263548698001742e+00,1.207503669650829448e+00,1.110748156629631556e+00,1.444023440172784944e+00,1.499661607021040455e+00
7.089745938388248847e-01,1.307640390984233569e+00,7.483246303703251501e-01,8.943284909163535801e-01,1.207058829059057814e+00
1.413066675829036889e+00,1.180313205503599860e+00,7.773373085495205448e-01,1.098477969130981391e+00,1.137090884053400863e+00
1.221445886406673287e+00,1.527951239487850943e+00,1.101831927324989913e+00,1.295582082843578009e+00,1.070487683057977257e+00
7.829547362269312361e-01,1.144215014458887181e+00,1.161080704947757392e+00,1.052658027877355851e+00,1.160143612866399332e+00
9.981722198193241358e-01,1.178422132513336829e+00,1.299811121910638745e+00,1.113481417144628782e+00,1.169485483093539058e+00
1.373793458462496231e+00,1.505280794041551795e+00,1.119079178874643921e+00,6.407157270399408411e-01,8.336271187614811007e-01
1.389406436515942200e+00,1.242135728258287219e+00,1.292462716495322406e+00,1.166411791697002931e+00,1.086231436904804726e+00
1.092902971440636195e+00,5.384685953017028792e-01,1.177071254816263179e+00,1.330714454591866991e+00,1.271001344311284198e+00
9.832959459076480169e-01,1.084802281784222222e+00,1.040906069540448842e+00,1.070760946200301822e+00,9.502233122563390477e-01
1.069239828833234096e+00,1.413943301075204273e+00,1.408128110481224438e+00,1.146322185154178053e+00,1.295491851941400485e+00
9.179434304501257191e-01,1.058229568724023961e+00,1.632073957736486003e+00,1.443508950176364714e+00,8.888541060012955519e-01
1.338322478711729380e+00,1.039196178075704413e+00,1.218556202347034434e+00,8.630217950670880933e-01,8.911121522829001940e-01
1.399552228404527199e+00,1.039998427904913259e+00,1.349998964506008203e+00,8.434507347809537814e-01,1.241792961034321463e+00
1.300267777144227255e+00,1.315862103657154947e+00,1.004314472485697163e+00,1.200952870180094223e+00,9.321561193344802820e-01
1.342890124055357903e+00,1.137332971004342275e+00,9.974106659375415740e-01,1.071135616237130161e+00,1.679221854678693227e+00
1.195621978710147415e+00,1.126041535670421201e+00,1.002206931022782577e+00,6.548151712142121772e-01,7.609071236150526385e-01
8.744579037659420129e-01,5.330349888343395293e-01,1.184705757558770056e+00,8.320538575530074255e-01,1.044509041646632053e+00
8.099365793753171561e-01,1.600956274047043548e+00,1.404172984581524286e+00,6.555157217962321869e-01,7.882519717749716381e-01
5.439015085747277434e-01,1.018320815497141041e+00,1.111006990150015694e+00,1.182267160988504484e+00,1.043470548234424422e+00
8.202006348282225856e-01,1.213711491598516101e+00,1.334962330373808514e+00,1.170494777382558471e+00,1.509962129906103678e+00
1.441022721046296473e+00,1.515781913562981531e+00,9.996413693692660640e-01,1.380482419337913935e+00,1.160221231647651230e+00
7.577830202658560887e-01,6.837064718496275173e-01,9.396751537261883724e-01,5.883331671299286691e-01,9.418093635552902132e-01
8.719006184358283340e-01,1.394119015777657511e+00,9.209012745197906469e-01,1.169796446885540186e+00,1.196971091538462817e+00
1.339161474874513535e+00,4.933101169174399780e-01,1.213146818003971283e+00,9.453703138620703772e-01,8.884905311644918369e-01
1.098814413602338780e+00,1.333157305234700996e+00,9.831165519265538943e-01,1.117499449533733369e+00,1.091396116095094015e+00
9.691577933382287124e-01,1.034577032589962808e+00,1.083488995781568542e+00,1.255441648615688077e+00,1.282456338531816620e+00
1.267718753182713654e+00,9.291784111878876873e-01,1.476214421064542703e+00,8.919104278940857000e-01,1.175792626414863040e+00
7.479445025763405974e-01,1.618977536702215891e+00,7.679941005409942623e-01,1.045544575016842836e+00,1.071175168424728819e+00
8.880298900785390526e-01,1.380797054809139723e+00,1.322128152296162540e+00,1.519790881859236054e+00,7.432479513282057582e-01
1.437955829182162804e+00,1.394511356197032148e+00,1.011687577210500510e+00,9.892201039456609557e-01,8.830004731674974128e-01
9.833924199257249033e-01,1.163965326482687912e+00,1.505256478408323551e+00,1.143175847922868860e+00,1.442746835746685052e+00
6.770123000454422169e-01,1.258421043179778209e+00,1.175123189316267913e+00,1.170008018017065110e+00,1.034430794497759765e+00
1.173959036408267265e+00,9.831989438948264270e-01,1.119203243279415672e+00,1.209458597850354256e+00,1.239117769156678595e+00
1.510817362498664940e+00,1.477603406963588828e+00,1.261276245847782640e+00,1.592146413437031338e+00,1.022540896005479816e+00
1.082501248807404393e+00,9.432851924524207066e-01,1.207231019708258968e+00,3.704329373997271579e-01,1.043294737981965703e+00
1.224327387614863483e+00,1.281184418149685422e+00,1.063418616156522667e+00,1.421605727519623885e+00,1.209732752960736013e+00
1.266224825872930948e+00,1.116207282791416677e+00,1.237231270024134577e+00,7.933628324722988845e-01,1.291438590912244333e+00
1.450276644087393763e+00,1.153628328534378467e+00,1.033651688584034778e+00,1.221467936494659234e+00,1.379504953834054248e+00
9.905087073495624228e-01,1.271995087101245980e+00,1.202325383606605680e+00,1.417964921351002383e+00,9.556689413189746185e-01
1.459054872151790194e+00,1.132286097577794415e+00,1.140479298147226928e+00,1.348234855614388827e+00,1.271019849891700915e+00
